,country,continent,year,lifeExp,pop
3142,Canada,Americas,2080,89.8,
3143,Canada,Americas,2081,89.9,
3144,Canada,Americas,2082,90.0,
3145,Canada,Americas,2083,90.1,
3146,Canada,Americas,2084,90.3,
3147,Canada,Americas,2085,90.4,
3148,Canada,Americas,2086,90.5,
3149,Canada,Americas,2087,90.6,
3150,Canada,Americas,2088,90.7,
3151,Canada,Americas,2089,90.8,
3152,Canada,Americas,2090,90.9,
3153,Canada,Americas,2091,91.0,
3154,Canada,Americas,2092,91.1,
3155,Canada,Americas,2093,91.2,
3156,Canada,Americas,2094,91.3,
3157,Canada,Americas,2095,91.5,
3158,Canada,Americas,2096,91.6,
3159,Canada,Americas,2097,91.7,
3160,Canada,Americas,2098,91.8,
3161,Canada,Americas,2099,91.9,
3162,Canada,Americas,2100,92.0,48300000.0
3163,Canada,Americas,2008,80.8,33300000.0
3164,Canada,Americas,2009,81.1,33700000.0
3165,Canada,Americas,2010,81.3,34000000.0
3166,Canada,Americas,2011,81.5,34400000.0
3167,Canada,Americas,2012,81.6,34700000.0
3168,Canada,Americas,2013,81.7,35000000.0
3169,Canada,Americas,2014,81.8,
3170,Canada,Americas,2015,81.7,
3171,Canada,Americas,2016,81.8,
3172,Canada,Americas,2017,82.0,
3173,Canada,Americas,2018,82.2,
3174,Canada,Americas,2019,82.3,
3175,Canada,Americas,2020,82.5,
3176,Canada,Americas,2021,82.7,
3177,Canada,Americas,2022,82.8,
3178,Canada,Americas,2023,83.0,
3179,Canada,Americas,2024,83.2,
3180,Canada,Americas,2025,83.3,
3181,Canada,Americas,2026,83.5,
3182,Canada,Americas,2027,83.6,
3183,Canada,Americas,2028,83.8,
3184,Canada,Americas,2029,83.9,
3185,Canada,Americas,2030,84.0,
3186,Canada,Americas,2031,84.2,
3187,Canada,Americas,2032,84.3,
3188,Canada,Americas,2033,84.4,
3189,Canada,Americas,2034,84.6,
3190,Canada,Americas,2035,84.7,
3191,Canada,Americas,2036,84.8,
3192,Canada,Americas,2037,84.9,
3193,Canada,Americas,2038,85.0,
3194,Canada,Americas,2039,85.2,
3195,Canada,Americas,2040,85.3,
3196,Canada,Americas,2041,85.4,
3197,Canada,Americas,2042,85.5,
3198,Canada,Americas,2043,85.7,
3199,Canada,Americas,2044,85.8,
3200,Canada,Americas,2045,85.9,
3201,Canada,Americas,2046,86.0,
3202,Canada,Americas,2047,86.1,
3203,Canada,Americas,2048,86.3,
3204,Canada,Americas,2049,86.4,
3205,Canada,Americas,2050,86.5,43600000.0
3206,Canada,Americas,2051,86.6,
3207,Canada,Americas,2052,86.7,
3208,Canada,Americas,2053,86.8,
3209,Canada,Americas,2054,86.9,
3210,Canada,Americas,2055,87.1,
3211,Canada,Americas,2056,87.2,
3212,Canada,Americas,2057,87.3,
3213,Canada,Americas,2058,87.4,
3214,Canada,Americas,2059,87.5,
3215,Canada,Americas,2060,87.6,
3216,Canada,Americas,2061,87.7,
3217,Canada,Americas,2062,87.8,
3218,Canada,Americas,2063,87.9,
3219,Canada,Americas,2064,88.0,
3220,Canada,Americas,2065,88.2,
3221,Canada,Americas,2066,88.3,
3222,Canada,Americas,2067,88.4,
3223,Canada,Americas,2068,88.5,
3224,Canada,Americas,2069,88.6,
3225,Canada,Americas,2070,88.7,
3226,Canada,Americas,2071,88.8,
3227,Canada,Americas,2072,88.9,
3228,Canada,Americas,2073,89.0,
3229,Canada,Americas,2074,89.2,
3230,Canada,Americas,2075,89.3,
3231,Canada,Americas,2076,89.4,
3232,Canada,Americas,2077,89.5,
3233,Canada,Americas,2078,89.6,
3234,Canada,Americas,2079,89.7,
3235,Canada,Americas,2080,89.8,
3236,Canada,Americas,2081,89.9,
3237,Canada,Americas,2082,90.0,
3238,Canada,Americas,2083,90.1,
3239,Canada,Americas,2084,90.3,
3240,Canada,Americas,2085,90.4,
3241,Canada,Americas,2086,90.5,
3242,Canada,Americas,2087,90.6,
3243,Canada,Americas,2088,90.7,
3244,Canada,Americas,2089,90.8,
3245,Canada,Americas,2090,90.9,
3246,Canada,Americas,2091,91.0,
3247,Canada,Americas,2092,91.1,
3248,Canada,Americas,2093,91.2,
3249,Canada,Americas,2094,91.3,
3250,Canada,Americas,2095,91.5,
3251,Canada,Americas,2096,91.6,
3252,Canada,Americas,2097,91.7,
3253,Canada,Americas,2098,91.8,
3254,Canada,Americas,2099,91.9,
3255,Canada,Americas,2100,92.0,48300000.0
3256,Canada,Americas,2008,80.8,33300000.0
3257,Canada,Americas,2009,81.1,33700000.0
3258,Canada,Americas,2010,81.3,34000000.0
3259,Canada,Americas,2011,81.5,34400000.0
3260,Canada,Americas,2012,81.6,34700000.0
3261,Canada,Americas,2013,81.7,35000000.0
3262,Canada,Americas,2014,81.8,
3263,Canada,Americas,2015,81.7,
3264,Canada,Americas,2016,81.8,
3265,Canada,Americas,2017,82.0,
3266,Canada,Americas,2018,82.2,
3267,Canada,Americas,2019,82.3,
3268,Canada,Americas,2020,82.5,
3269,Canada,Americas,2021,82.7,
3270,Canada,Americas,2022,82.8,
3271,Canada,Americas,2023,83.0,
3272,Canada,Americas,2024,83.2,
3273,Canada,Americas,2025,83.3,
3274,Canada,Americas,2026,83.5,
3275,Canada,Americas,2027,83.6,
3276,Canada,Americas,2028,83.8,
3277,Canada,Americas,2029,83.9,
3278,Canada,Americas,2030,84.0,
3279,Canada,Americas,2031,84.2,
3280,Canada,Americas,2032,84.3,
3281,Canada,Americas,2033,84.4,
3282,Canada,Americas,2034,84.6,
3283,Canada,Americas,2035,84.7,
3284,Canada,Americas,2036,84.8,
3285,Canada,Americas,2037,84.9,
3286,Canada,Americas,2038,85.0,
3287,Canada,Americas,2039,85.2,
3288,Canada,Americas,2040,85.3,
3289,Canada,Americas,2041,85.4,
3290,Canada,Americas,2042,85.5,
3291,Canada,Americas,2043,85.7,
3292,Canada,Americas,2044,85.8,
3293,Canada,Americas,2045,85.9,
3294,Canada,Americas,2046,86.0,
3295,Canada,Americas,2047,86.1,
3296,Canada,Americas,2048,86.3,
3297,Canada,Americas,2049,86.4,
3298,Canada,Americas,2050,86.5,43600000.0
3299,Canada,Americas,2051,86.6,
3300,Canada,Americas,2052,86.7,
3301,Canada,Americas,2053,86.8,
3302,Canada,Americas,2054,86.9,
3303,Canada,Americas,2055,87.1,
3304,Canada,Americas,2056,87.2,
3305,Canada,Americas,2057,87.3,
3306,Canada,Americas,2058,87.4,
3307,Canada,Americas,2059,87.5,
3308,Canada,Americas,2060,87.6,
3309,Canada,Americas,2061,87.7,
3310,Canada,Americas,2062,87.8,
3311,Canada,Americas,2063,87.9,
3312,Canada,Americas,2064,88.0,
3313,Canada,Americas,2065,88.2,
3314,Canada,Americas,2066,88.3,
3315,Canada,Americas,2067,88.4,
3316,Canada,Americas,2068,88.5,
3317,Canada,Americas,2069,88.6,
3318,Canada,Americas,2070,88.7,
3319,Canada,Americas,2071,88.8,
3320,Canada,Americas,2072,88.9,
3321,Canada,Americas,2073,89.0,
3322,Canada,Americas,2074,89.2,
3323,Canada,Americas,2075,89.3,
3324,Canada,Americas,2076,89.4,
3325,Canada,Americas,2077,89.5,
3326,Canada,Americas,2078,89.6,
3327,Canada,Americas,2079,89.7,
3328,Canada,Americas,2080,89.8,
3329,Canada,Americas,2081,89.9,
3330,Canada,Americas,2082,90.0,
3331,Canada,Americas,2083,90.1,
3332,Canada,Americas,2084,90.3,
3333,Canada,Americas,2085,90.4,
3334,Canada,Americas,2086,90.5,
3335,Canada,Americas,2087,90.6,
3336,Canada,Americas,2088,90.7,
3337,Canada,Americas,2089,90.8,
3338,Canada,Americas,2090,90.9,
3339,Canada,Americas,2091,91.0,
3340,Canada,Americas,2092,91.1,
3341,Canada,Americas,2093,91.2,
3342,Canada,Americas,2094,91.3,
3343,Canada,Americas,2095,91.5,
3344,Canada,Americas,2096,91.6,
3345,Canada,Americas,2097,91.7,
3346,Canada,Americas,2098,91.8,
3347,Canada,Americas,2099,91.9,
3348,Canada,Americas,2100,92.0,48300000.0
3349,Canada,Americas,2008,80.8,33300000.0
3350,Canada,Americas,2009,81.1,33700000.0
3351,Canada,Americas,2010,81.3,34000000.0
3352,Canada,Americas,2011,81.5,34400000.0
3353,Canada,Americas,2012,81.6,34700000.0
3354,Canada,Americas,2013,81.7,35000000.0
3355,Canada,Americas,2014,81.8,
3356,Canada,Americas,2015,81.7,
3357,Canada,Americas,2016,81.8,
3358,Canada,Americas,2017,82.0,
3359,Canada,Americas,2018,82.2,
3360,Canada,Americas,2019,82.3,
3361,Canada,Americas,2020,82.5,
3362,Canada,Americas,2021,82.7,
3363,Canada,Americas,2022,82.8,
3364,Canada,Americas,2023,83.0,
3365,Canada,Americas,2024,83.2,
3366,Canada,Americas,2025,83.3,
3367,Canada,Americas,2026,83.5,
3368,Canada,Americas,2027,83.6,
3369,Canada,Americas,2028,83.8,
3370,Canada,Americas,2029,83.9,
3371,Canada,Americas,2030,84.0,
3372,Canada,Americas,2031,84.2,
3373,Canada,Americas,2032,84.3,
3374,Canada,Americas,2033,84.4,
3375,Canada,Americas,2034,84.6,
3376,Canada,Americas,2035,84.7,
3377,Canada,Americas,2036,84.8,
3378,Canada,Americas,2037,84.9,
3379,Canada,Americas,2038,85.0,
3380,Canada,Americas,2039,85.2,
3381,Canada,Americas,2040,85.3,
3382,Canada,Americas,2041,85.4,
3383,Canada,Americas,2042,85.5,
3384,Canada,Americas,2043,85.7,
3385,Canada,Americas,2044,85.8,
3386,Canada,Americas,2045,85.9,
3387,Canada,Americas,2046,86.0,
3388,Canada,Americas,2047,86.1,
3389,Canada,Americas,2048,86.3,
3390,Canada,Americas,2049,86.4,
3391,Canada,Americas,2050,86.5,43600000.0
3392,Canada,Americas,2051,86.6,
3393,Canada,Americas,2052,86.7,
3394,Canada,Americas,2053,86.8,
3395,Canada,Americas,2054,86.9,
3396,Canada,Americas,2055,87.1,
3397,Canada,Americas,2056,87.2,
3398,Canada,Americas,2057,87.3,
3399,Canada,Americas,2058,87.4,
3400,Canada,Americas,2059,87.5,
3401,Canada,Americas,2060,87.6,
3402,Canada,Americas,2061,87.7,
3403,Canada,Americas,2062,87.8,
3404,Canada,Americas,2063,87.9,
3405,Canada,Americas,2064,88.0,
3406,Canada,Americas,2065,88.2,
3407,Canada,Americas,2066,88.3,
3408,Canada,Americas,2067,88.4,
3409,Canada,Americas,2068,88.5,
3410,Canada,Americas,2069,88.6,
3411,Canada,Americas,2070,88.7,
3412,Canada,Americas,2071,88.8,
3413,Canada,Americas,2072,88.9,
3414,Canada,Americas,2073,89.0,
3415,Canada,Americas,2074,89.2,
3416,Canada,Americas,2075,89.3,
3417,Canada,Americas,2076,89.4,
3418,Canada,Americas,2077,89.5,
3419,Canada,Americas,2078,89.6,
3420,Canada,Americas,2079,89.7,
3421,Canada,Americas,2080,89.8,
3422,Canada,Americas,2081,89.9,
3423,Canada,Americas,2082,90.0,
3424,Canada,Americas,2083,90.1,
3425,Canada,Americas,2084,90.3,
3426,Canada,Americas,2085,90.4,
3427,Canada,Americas,2086,90.5,
3428,Canada,Americas,2087,90.6,
3429,Canada,Americas,2088,90.7,
3430,Canada,Americas,2089,90.8,
3431,Canada,Americas,2090,90.9,
3432,Canada,Americas,2091,91.0,
3433,Canada,Americas,2092,91.1,
3434,Canada,Americas,2093,91.2,
3435,Canada,Americas,2094,91.3,
3436,Canada,Americas,2095,91.5,
3437,Canada,Americas,2096,91.6,
3438,Canada,Americas,2097,91.7,
3439,Canada,Americas,2098,91.8,
3440,Canada,Americas,2099,91.9,
3441,Canada,Americas,2100,92.0,48300000.0
3442,Canada,Americas,2008,80.8,33300000.0
3443,Canada,Americas,2009,81.1,33700000.0
3444,Canada,Americas,2010,81.3,34000000.0
3445,Canada,Americas,2011,81.5,34400000.0
3446,Canada,Americas,2012,81.6,34700000.0
3447,Canada,Americas,2013,81.7,35000000.0
3448,Canada,Americas,2014,81.8,
3449,Canada,Americas,2015,81.7,
3450,Canada,Americas,2016,81.8,
3451,Canada,Americas,2017,82.0,
3452,Canada,Americas,2018,82.2,
3453,Canada,Americas,2019,82.3,
3454,Canada,Americas,2020,82.5,
3455,Canada,Americas,2021,82.7,
3456,Canada,Americas,2022,82.8,
3457,Canada,Americas,2023,83.0,
3458,Canada,Americas,2024,83.2,
3459,Canada,Americas,2025,83.3,
3460,Canada,Americas,2026,83.5,
3461,Canada,Americas,2027,83.6,
3462,Canada,Americas,2028,83.8,
3463,Canada,Americas,2029,83.9,
3464,Canada,Americas,2030,84.0,
3465,Canada,Americas,2031,84.2,
3466,Canada,Americas,2032,84.3,
3467,Canada,Americas,2033,84.4,
3468,Canada,Americas,2034,84.6,
3469,Canada,Americas,2035,84.7,
3470,Canada,Americas,2036,84.8,
3471,Canada,Americas,2037,84.9,
3472,Canada,Americas,2038,85.0,
3473,Canada,Americas,2039,85.2,
3474,Canada,Americas,2040,85.3,
3475,Canada,Americas,2041,85.4,
3476,Canada,Americas,2042,85.5,
3477,Canada,Americas,2043,85.7,
3478,Canada,Americas,2044,85.8,
3479,Canada,Americas,2045,85.9,
3480,Canada,Americas,2046,86.0,
3481,Canada,Americas,2047,86.1,
3482,Canada,Americas,2048,86.3,
3483,Canada,Americas,2049,86.4,
3484,Canada,Americas,2050,86.5,43600000.0
3485,Canada,Americas,2051,86.6,
3486,Canada,Americas,2052,86.7,
3487,Canada,Americas,2053,86.8,
3488,Canada,Americas,2054,86.9,
3489,Canada,Americas,2055,87.1,
3490,Canada,Americas,2056,87.2,
3491,Canada,Americas,2057,87.3,
3492,Canada,Americas,2058,87.4,
3493,Canada,Americas,2059,87.5,
3494,Canada,Americas,2060,87.6,
3495,Canada,Americas,2061,87.7,
3496,Canada,Americas,2062,87.8,
3497,Canada,Americas,2063,87.9,
3498,Canada,Americas,2064,88.0,
3499,Canada,Americas,2065,88.2,
3500,Canada,Americas,2066,88.3,
3501,Canada,Americas,2067,88.4,
3502,Canada,Americas,2068,88.5,
3503,Canada,Americas,2069,88.6,
3504,Canada,Americas,2070,88.7,
3505,Canada,Americas,2071,88.8,
3506,Canada,Americas,2072,88.9,
3507,Canada,Americas,2073,89.0,
3508,Canada,Americas,2074,89.2,
3509,Canada,Americas,2075,89.3,
3510,Canada,Americas,2076,89.4,
3511,Canada,Americas,2077,89.5,
3512,Canada,Americas,2078,89.6,
3513,Canada,Americas,2079,89.7,
3514,Canada,Americas,2080,89.8,
3515,Canada,Americas,2081,89.9,
3516,Canada,Americas,2082,90.0,
3517,Canada,Americas,2083,90.1,
3518,Canada,Americas,2084,90.3,
3519,Canada,Americas,2085,90.4,
3520,Canada,Americas,2086,90.5,
3521,Canada,Americas,2087,90.6,
3522,Canada,Americas,2088,90.7,
3523,Canada,Americas,2089,90.8,
3524,Canada,Americas,2090,90.9,
3525,Canada,Americas,2091,91.0,
3526,Canada,Americas,2092,91.1,
3527,Canada,Americas,2093,91.2,
3528,Canada,Americas,2094,91.3,
3529,Canada,Americas,2095,91.5,
3530,Canada,Americas,2096,91.6,
3531,Canada,Americas,2097,91.7,
3532,Canada,Americas,2098,91.8,
3533,Canada,Americas,2099,91.9,
3534,Canada,Americas,2100,92.0,48300000.0
3535,Canada,Americas,2008,80.8,33300000.0
3536,Canada,Americas,2009,81.1,33700000.0
3537,Canada,Americas,2010,81.3,34000000.0
3538,Canada,Americas,2011,81.5,34400000.0
3539,Canada,Americas,2012,81.6,34700000.0
3540,Canada,Americas,2013,81.7,35000000.0
3541,Canada,Americas,2014,81.8,
3542,Canada,Americas,2015,81.7,
3543,Canada,Americas,2016,81.8,
3544,Canada,Americas,2017,82.0,
3545,Canada,Americas,2018,82.2,
3546,Canada,Americas,2019,82.3,
3547,Canada,Americas,2020,82.5,
3548,Canada,Americas,2021,82.7,
3549,Canada,Americas,2022,82.8,
3550,Canada,Americas,2023,83.0,
3551,Canada,Americas,2024,83.2,
3552,Canada,Americas,2025,83.3,
3553,Canada,Americas,2026,83.5,
3554,Canada,Americas,2027,83.6,
3555,Canada,Americas,2028,83.8,
3556,Canada,Americas,2029,83.9,
3557,Canada,Americas,2030,84.0,
3558,Canada,Americas,2031,84.2,
3559,Canada,Americas,2032,84.3,
3560,Canada,Americas,2033,84.4,
3561,Canada,Americas,2034,84.6,
3562,Canada,Americas,2035,84.7,
3563,Canada,Americas,2036,84.8,
3564,Canada,Americas,2037,84.9,
3565,Canada,Americas,2038,85.0,
3566,Canada,Americas,2039,85.2,
3567,Canada,Americas,2040,85.3,
3568,Canada,Americas,2041,85.4,
3569,Canada,Americas,2042,85.5,
3570,Canada,Americas,2043,85.7,
3571,Canada,Americas,2044,85.8,
3572,Canada,Americas,2045,85.9,
3573,Canada,Americas,2046,86.0,
3574,Canada,Americas,2047,86.1,
3575,Canada,Americas,2048,86.3,
3576,Canada,Americas,2049,86.4,
3577,Canada,Americas,2050,86.5,43600000.0
3578,Canada,Americas,2051,86.6,
3579,Canada,Americas,2052,86.7,
3580,Canada,Americas,2053,86.8,
3581,Canada,Americas,2054,86.9,
3582,Canada,Americas,2055,87.1,
3583,Canada,Americas,2056,87.2,
3584,Canada,Americas,2057,87.3,
3585,Canada,Americas,2058,87.4,
3586,Canada,Americas,2059,87.5,
3587,Canada,Americas,2060,87.6,
3588,Canada,Americas,2061,87.7,
3589,Canada,Americas,2062,87.8,
3590,Canada,Americas,2063,87.9,
3591,Canada,Americas,2064,88.0,
3592,Canada,Americas,2065,88.2,
3593,Canada,Americas,2066,88.3,
3594,Canada,Americas,2067,88.4,
3595,Canada,Americas,2068,88.5,
3596,Canada,Americas,2069,88.6,
3597,Canada,Americas,2070,88.7,
3598,Canada,Americas,2071,88.8,
3599,Canada,Americas,2072,88.9,
3600,Canada,Americas,2073,89.0,
3601,Canada,Americas,2074,89.2,
3602,Canada,Americas,2075,89.3,
3603,Canada,Americas,2076,89.4,
3604,Canada,Americas,2077,89.5,
3605,Canada,Americas,2078,89.6,
3606,Canada,Americas,2079,89.7,
3607,Canada,Americas,2080,89.8,
3608,Canada,Americas,2081,89.9,
3609,Canada,Americas,2082,90.0,
3610,Canada,Americas,2083,90.1,
3611,Canada,Americas,2084,90.3,
3612,Canada,Americas,2085,90.4,
3613,Canada,Americas,2086,90.5,
3614,Canada,Americas,2087,90.6,
3615,Canada,Americas,2088,90.7,
3616,Canada,Americas,2089,90.8,
3617,Canada,Americas,2090,90.9,
3618,Canada,Americas,2091,91.0,
3619,Canada,Americas,2092,91.1,
3620,Canada,Americas,2093,91.2,
3621,Canada,Americas,2094,91.3,
3622,Canada,Americas,2095,91.5,
3623,Canada,Americas,2096,91.6,
3624,Canada,Americas,2097,91.7,
3625,Canada,Americas,2098,91.8,
3626,Canada,Americas,2099,91.9,
3627,Canada,Americas,2100,92.0,48300000.0
3628,Canada,Americas,2008,80.8,33300000.0
3629,Canada,Americas,2009,81.1,33700000.0
3630,Canada,Americas,2010,81.3,34000000.0
3631,Canada,Americas,2011,81.5,34400000.0
3632,Canada,Americas,2012,81.6,34700000.0
3633,Canada,Americas,2013,81.7,35000000.0
3634,Canada,Americas,2014,81.8,
3635,Canada,Americas,2015,81.7,
3636,Canada,Americas,2016,81.8,
3637,Canada,Americas,2017,82.0,
3638,Canada,Americas,2018,82.2,
3639,Canada,Americas,2019,82.3,
3640,Canada,Americas,2020,82.5,
3641,Canada,Americas,2021,82.7,
3642,Canada,Americas,2022,82.8,
3643,Canada,Americas,2023,83.0,
3644,Canada,Americas,2024,83.2,
3645,Canada,Americas,2025,83.3,
3646,Canada,Americas,2026,83.5,
3647,Canada,Americas,2027,83.6,
3648,Canada,Americas,2028,83.8,
3649,Canada,Americas,2029,83.9,
3650,Canada,Americas,2030,84.0,
3651,Canada,Americas,2031,84.2,
3652,Canada,Americas,2032,84.3,
3653,Canada,Americas,2033,84.4,
3654,Canada,Americas,2034,84.6,
3655,Canada,Americas,2035,84.7,
3656,Canada,Americas,2036,84.8,
3657,Canada,Americas,2037,84.9,
3658,Canada,Americas,2038,85.0,
3659,Canada,Americas,2039,85.2,
3660,Canada,Americas,2040,85.3,
3661,Canada,Americas,2041,85.4,
3662,Canada,Americas,2042,85.5,
3663,Canada,Americas,2043,85.7,
3664,Canada,Americas,2044,85.8,
3665,Canada,Americas,2045,85.9,
3666,Canada,Americas,2046,86.0,
3667,Canada,Americas,2047,86.1,
3668,Canada,Americas,2048,86.3,
3669,Canada,Americas,2049,86.4,
3670,Canada,Americas,2050,86.5,43600000.0
3671,Canada,Americas,2051,86.6,
3672,Canada,Americas,2052,86.7,
3673,Canada,Americas,2053,86.8,
3674,Canada,Americas,2054,86.9,
3675,Canada,Americas,2055,87.1,
3676,Canada,Americas,2056,87.2,
3677,Canada,Americas,2057,87.3,
3678,Canada,Americas,2058,87.4,
3679,Canada,Americas,2059,87.5,
3680,Canada,Americas,2060,87.6,
3681,Canada,Americas,2061,87.7,
3682,Canada,Americas,2062,87.8,
3683,Canada,Americas,2063,87.9,
3684,Canada,Americas,2064,88.0,
3685,Canada,Americas,2065,88.2,
3686,Canada,Americas,2066,88.3,
3687,Canada,Americas,2067,88.4,
3688,Canada,Americas,2068,88.5,
3689,Canada,Americas,2069,88.6,
3690,Canada,Americas,2070,88.7,
3691,Canada,Americas,2071,88.8,
3692,Canada,Americas,2072,88.9,
3693,Canada,Americas,2073,89.0,
3694,Canada,Americas,2074,89.2,
3695,Canada,Americas,2075,89.3,
3696,Canada,Americas,2076,89.4,
3697,Canada,Americas,2077,89.5,
3698,Canada,Americas,2078,89.6,
3699,Canada,Americas,2079,89.7,
3700,Canada,Americas,2080,89.8,
3701,Canada,Americas,2081,89.9,
3702,Canada,Americas,2082,90.0,
3703,Canada,Americas,2083,90.1,
3704,Canada,Americas,2084,90.3,
3705,Canada,Americas,2085,90.4,
3706,Canada,Americas,2086,90.5,
3707,Canada,Americas,2087,90.6,
3708,Canada,Americas,2088,90.7,
3709,Canada,Americas,2089,90.8,
3710,Canada,Americas,2090,90.9,
3711,Canada,Americas,2091,91.0,
3712,Canada,Americas,2092,91.1,
3713,Canada,Americas,2093,91.2,
3714,Canada,Americas,2094,91.3,
3715,Canada,Americas,2095,91.5,
3716,Canada,Americas,2096,91.6,
3717,Canada,Americas,2097,91.7,
3718,Canada,Americas,2098,91.8,
3719,Canada,Americas,2099,91.9,
3720,Canada,Americas,2100,92.0,48300000.0
3721,Canada,Americas,2008,80.8,33300000.0
3722,Canada,Americas,2009,81.1,33700000.0
3723,Canada,Americas,2010,81.3,34000000.0
3724,Canada,Americas,2011,81.5,34400000.0
3725,Canada,Americas,2012,81.6,34700000.0
3726,Canada,Americas,2013,81.7,35000000.0
3727,Canada,Americas,2014,81.8,
3728,Canada,Americas,2015,81.7,
3729,Canada,Americas,2016,81.8,
3730,Canada,Americas,2017,82.0,
3731,Canada,Americas,2018,82.2,
3732,Canada,Americas,2019,82.3,
3733,Canada,Americas,2020,82.5,
3734,Canada,Americas,2021,82.7,
3735,Canada,Americas,2022,82.8,
3736,Canada,Americas,2023,83.0,
3737,Canada,Americas,2024,83.2,
3738,Canada,Americas,2025,83.3,
3739,Canada,Americas,2026,83.5,
3740,Canada,Americas,2027,83.6,
3741,Canada,Americas,2028,83.8,
3742,Canada,Americas,2029,83.9,
3743,Canada,Americas,2030,84.0,
3744,Canada,Americas,2031,84.2,
3745,Canada,Americas,2032,84.3,
3746,Canada,Americas,2033,84.4,
3747,Canada,Americas,2034,84.6,
3748,Canada,Americas,2035,84.7,
3749,Canada,Americas,2036,84.8,
3750,Canada,Americas,2037,84.9,
3751,Canada,Americas,2038,85.0,
3752,Canada,Americas,2039,85.2,
3753,Canada,Americas,2040,85.3,
3754,Canada,Americas,2041,85.4,
3755,Canada,Americas,2042,85.5,
3756,Canada,Americas,2043,85.7,
3757,Canada,Americas,2044,85.8,
3758,Canada,Americas,2045,85.9,
3759,Canada,Americas,2046,86.0,
3760,Canada,Americas,2047,86.1,
3761,Canada,Americas,2048,86.3,
3762,Canada,Americas,2049,86.4,
3763,Canada,Americas,2050,86.5,43600000.0
3764,Canada,Americas,2051,86.6,
3765,Canada,Americas,2052,86.7,
3766,Canada,Americas,2053,86.8,
3767,Canada,Americas,2054,86.9,
3768,Canada,Americas,2055,87.1,
3769,Canada,Americas,2056,87.2,
3770,Canada,Americas,2057,87.3,
3771,Canada,Americas,2058,87.4,
3772,Canada,Americas,2059,87.5,
3773,Canada,Americas,2060,87.6,
3774,Canada,Americas,2061,87.7,
3775,Canada,Americas,2062,87.8,
3776,Canada,Americas,2063,87.9,
3777,Canada,Americas,2064,88.0,
3778,Canada,Americas,2065,88.2,
3779,Canada,Americas,2066,88.3,
3780,Canada,Americas,2067,88.4,
3781,Canada,Americas,2068,88.5,
3782,Canada,Americas,2069,88.6,
3783,Canada,Americas,2070,88.7,
3784,Canada,Americas,2071,88.8,
3785,Canada,Americas,2072,88.9,
3786,Canada,Americas,2073,89.0,
3787,Canada,Americas,2074,89.2,
3788,Canada,Americas,2075,89.3,
3789,Canada,Americas,2076,89.4,
3790,Canada,Americas,2077,89.5,
3791,Canada,Americas,2078,89.6,
3792,Canada,Americas,2079,89.7,
3793,Canada,Americas,2080,89.8,
3794,Canada,Americas,2081,89.9,
3795,Canada,Americas,2082,90.0,
3796,Canada,Americas,2083,90.1,
3797,Canada,Americas,2084,90.3,
3798,Canada,Americas,2085,90.4,
3799,Canada,Americas,2086,90.5,
3800,Canada,Americas,2087,90.6,
3801,Canada,Americas,2088,90.7,
3802,Canada,Americas,2089,90.8,
3803,Canada,Americas,2090,90.9,
3804,Canada,Americas,2091,91.0,
3805,Canada,Americas,2092,91.1,
3806,Canada,Americas,2093,91.2,
3807,Canada,Americas,2094,91.3,
3808,Canada,Americas,2095,91.5,
3809,Canada,Americas,2096,91.6,
3810,Canada,Americas,2097,91.7,
3811,Canada,Americas,2098,91.8,
3812,Canada,Americas,2099,91.9,
3813,Canada,Americas,2100,92.0,48300000.0
3814,Canada,Americas,2008,80.8,33300000.0
3815,Canada,Americas,2009,81.1,33700000.0
3816,Canada,Americas,2010,81.3,34000000.0
3817,Canada,Americas,2011,81.5,34400000.0
3818,Canada,Americas,2012,81.6,34700000.0
3819,Canada,Americas,2013,81.7,35000000.0
3820,Canada,Americas,2014,81.8,
3821,Canada,Americas,2015,81.7,
3822,Canada,Americas,2016,81.8,
3823,Canada,Americas,2017,82.0,
3824,Canada,Americas,2018,82.2,
3825,Canada,Americas,2019,82.3,
3826,Canada,Americas,2020,82.5,
3827,Canada,Americas,2021,82.7,
3828,Canada,Americas,2022,82.8,
3829,Canada,Americas,2023,83.0,
3830,Canada,Americas,2024,83.2,
3831,Canada,Americas,2025,83.3,
3832,Canada,Americas,2026,83.5,
3833,Canada,Americas,2027,83.6,
3834,Canada,Americas,2028,83.8,
3835,Canada,Americas,2029,83.9,
3836,Canada,Americas,2030,84.0,
3837,Canada,Americas,2031,84.2,
3838,Canada,Americas,2032,84.3,
3839,Canada,Americas,2033,84.4,
3840,Canada,Americas,2034,84.6,
3841,Canada,Americas,2035,84.7,
3842,Canada,Americas,2036,84.8,
3843,Canada,Americas,2037,84.9,
3844,Canada,Americas,2038,85.0,
3845,Canada,Americas,2039,85.2,
3846,Canada,Americas,2040,85.3,
3847,Canada,Americas,2041,85.4,
3848,Canada,Americas,2042,85.5,
3849,Canada,Americas,2043,85.7,
3850,Canada,Americas,2044,85.8,
3851,Canada,Americas,2045,85.9,
3852,Canada,Americas,2046,86.0,
3853,Canada,Americas,2047,86.1,
3854,Canada,Americas,2048,86.3,
3855,Canada,Americas,2049,86.4,
3856,Canada,Americas,2050,86.5,43600000.0
3857,Canada,Americas,2051,86.6,
3858,Canada,Americas,2052,86.7,
3859,Canada,Americas,2053,86.8,
3860,Canada,Americas,2054,86.9,
